final_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
paraah tidak cari destinasi,1,0,5.7.1,2024-02-04 13:48:28,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-02-07 03:14:06
tidak mutu dunia tidak,1,0,5.7.1,2024-02-03 15:44:17,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-02-07 03:13:20
mohon metode bayar pakai virtual account bank e wallet,5,0,9.0.0,2024-01-29 17:40:54,"Selamat Pagi Bapak Djoko Asmanto, Terima kasih atas ulasan yang disampaikan. Kami sangat menghargai dan berterima kasih atas masukan, saran dan kritik dari Bapak kepada kami, agar kami dapat memberikan pelayanan yang lebih baik kepada seluruh pelanggan Citilink. Terima kasih. Customer Care Citilink",2024-02-07 03:03:09
lihat pesan tidak nongol nongol,5,0,5.7.1,2024-01-28 14:06:55,Selamat Pagi Bapak/Ibu . Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-02-07 03:00:50
pesawat tunda,1,0,,2024-01-28 06:58:44,Selamat Pagi Ibu . Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-02-07 02:59:06
citilink susah buka cari terbang tidak buka nyoba kali kali,4,0,5.7.1,2024-01-27 04:20:52,"Selamat Pagi Ibu.
Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon dapat dipastikan aplikasi sudah dalam versi terbaru. Jika masih mengalami kendala mohon kesediaannya mengirimkan email ke customerrelation@citilink.co.id, agar dapat dilakukan pengecekan lebih lanjut. Terima kasih. Customer Care Citilink.",2024-02-07 02:42:25
tidak payah chekin website,1,0,5.7.1,2024-01-26 18:12:07,"Selamat Pagi Bapak, Terima kasih atas ulasan yang disampaikan. Kami sangat menghargai dan berterima kasih atas masukan, saran dan kritik dari Bapak kepada kami, agar kami dapat memberikan pelayanan yang lebih baik kepada seluruh pelanggan Citilink. Terima kasih. Customer Care Citilink",2024-02-07 02:44:42
bumn bikin tidak blok,1,0,5.7.1,2024-01-23 12:56:47,,
bagus,5,0,,2024-01-20 14:36:26,,
lelet,1,0,9.0.0,2024-01-18 23:04:19,,
tidak forbiden,1,0,,2024-01-18 08:22:05,,
oke,5,0,9.0.0,2024-01-15 21:17:47,,
kerja bagus,5,0,8.4.3,2024-01-15 05:13:06,,
tidak tidak jalan ni,1,0,5.7.1,2024-01-15 04:40:14,,
tidak loading,1,0,5.7.1,2024-01-13 05:16:41,,
check susah fungsi,1,0,5.7.1,2024-01-11 07:41:32,,
parah banget 45 menit belum cekin bilang alas counter cekin tutup data serah maskapai belum tiket terbang citilink reschedul kapok dah pakai citilink duid gabisa rerund sedia customer care saran beli hangus 2 3 juta plus biaya jalan 500 bener2 kecewa,1,3,,2024-01-10 07:50:54,,
mebantu,5,0,8.4.3,2024-01-09 00:15:56,,
koq lot citilink tidak bagus,5,0,5.5.1,2024-01-07 23:32:06,,
error melulu update,1,0,5.7.1,2024-01-05 03:13:41,,
gag buka muter2 sampe pusing nungguin moga lg layan,1,0,5.6.1,2024-01-01 21:40:54,,
mantap,5,0,5.7.1,2023-12-30 04:27:41,,
kntl eror,1,0,,2023-12-28 21:10:16,,
mantab,5,0,,2023-12-27 14:57:43,,
sih tidak buka tidak update tulis something bad happens tidak perhati,1,0,5.7.1,2023-12-26 05:57:36,,
kelas citilink bumn sampah login eror2 mulu meter joget2 tidak wajar bumn butut,1,2,5.7.1,2023-12-25 02:16:08,,
kali pakai kali proses sulit bayar via atm saldo rekening potong tiket tidak terbit customer service duit belum masuk ngambang angkasa customer service suruh lapor bank bank suruh lapor maskapai saldo langsung otomatis potong komplain langsung tidak tau kantor transaksi kali mending beli tiket ucom langsung terbit tiket,1,7,,2023-12-25 02:15:00,,
tidak niat jual tiket online nih citilink gampang tidak ribet boro2 ketik nama bandara berangkat kagak nongol ayo citilink semangat,1,1,,2023-12-24 17:30:25,,
jangan download versi beta error tidak reload saran beli tiket citilink jangan ubah jadwal lambat tele tele,1,26,8.4.3,2023-12-22 01:35:47,,
buruk loading cari macet,1,2,8.4.3,2023-12-21 09:14:30,,
ngak beres,1,0,8.4.1,2023-12-19 05:46:55,,
mantap citilink,5,0,,2023-12-18 16:41:27,,
terima kasih hilang uang alas panggil tumpang tunggu gerbang 3 4 1 jam an tidak panggil eh bilang tugas laku sesuai prosedur hilang dah uang sayang 1 1 juta terima kasih,1,25,8.4.1,2023-12-17 11:43:20,,
traveloka harga anak2 disc 100rb an traveloka hati2 main,1,8,8.4.1,2023-12-17 04:14:57,,
banget error sulit chek vi,1,0,5.7.1,2023-12-16 21:37:22,,
tidak fungsi,3,0,5.7.1,2023-12-10 07:17:18,,
bug berat akses team it citilink tidak kerja,1,0,5.7.1,2023-12-09 23:30:17,,
mantap suka bantu,5,0,8.4.0,2023-12-09 12:17:42,,
tidak online check,1,0,5.7.1,2023-12-08 14:31:34,,
beli tiket pakai email sesuai tumpang mes pwnumpang beli tiket kampung kendala atur pesan email isi email bohong bagus email dikit emang email real jangan sulit beli tiket gin orang lomba layan mudah nyaman bukan sulit aneh,1,7,,2023-12-07 02:28:56,,
bagus mantap,5,0,8.3.0,2023-12-04 06:10:20,,
harap tingkat layan citilink,4,0,8.4.0,2023-12-03 00:14:05,,
bg,1,0,8.3.0,2023-12-02 15:27:02,,
lelet,3,0,5.7.1,2023-12-02 11:17:46,,
respon cepat,5,0,8.4.0,2023-12-01 02:53:32,,
biaya bayar 3 bener sj bukan irit jdi buncit login tidak beli tiket nama kecewa langgan,1,2,5.7.1,2023-12-01 01:08:28,,
tidak login eror,1,4,8.3.0,2023-11-29 12:42:12,,
uninstall,1,0,,2023-11-28 22:02:35,,
ny tidak lot bagus hapus,1,0,,2023-11-28 17:03:09,,
susah check kdg2,3,0,8.3.0,2023-11-28 10:36:40,,
lot harga tiket maha banding,1,1,8.3.0,2023-11-25 07:01:13,,
parah,1,2,5.5.4,2023-11-23 23:02:16,,
very bagus,5,0,5.7.1,2023-11-22 13:47:54,,
4bulan buka pake loading beranda tidak selesai instal ulang pake nyata kendala tanpa,1,3,4.2.0,2023-11-22 03:18:56,,
tunda tidak solusi maskapai susah tumpang,1,0,8.3.0,2023-11-22 01:04:59,,
bagus,5,0,5.7.1,2023-11-21 23:32:34,,
check mudah,5,0,8.3.0,2023-11-21 07:56:07,,
terbang yuk,5,0,8.3.0,2023-11-20 14:53:59,,
bagus,5,0,8.3.0,2023-11-18 13:27:25,,
tidak daftar akun,1,0,8.3.0,2023-11-14 09:30:03,,
super lemoott cari lokasi terbang ajja kagak keluar2 usaha tidak mengupgrade bukan kacau,1,3,5.7.1,2023-11-13 05:48:51,,
tidak web cek useless,1,2,5.7.1,2023-11-12 02:40:44,,
fitu tidak,1,0,5.7.1,2023-11-08 23:37:29,,
tidak kerja cari berangkat tuju tidak,1,0,,2023-11-07 09:24:56,,
susah mobile akses loading,1,0,5.7.1,2023-11-06 05:14:19,,
rindu citilink book nama akun sekarangv bener2 zonk parah,1,0,,2023-11-06 02:07:11,,
layan buruk tiket mahal m,1,0,,2023-11-03 06:54:40,,
worst airplan ever,1,0,8.2.0,2023-10-31 04:39:07,,
tidak ubah destinasi bug,1,0,8.2.0,2023-10-28 15:41:46,,
mantap sih,5,0,,2023-10-28 12:17:58,,
aju tidak terbang belum,1,0,7.4.0,2023-10-26 01:11:59,,
error check,1,0,5.7.1,2023-10-25 10:09:11,,
bagus,5,0,5.7.1,2023-10-24 18:12:06,,
zs,4,0,8.2.0,2023-10-23 08:22:04,,
susah loading,5,0,5.7.1,2023-10-20 12:24:14,,
jelak citilink kerang check online tidak laku ubah jadwal tidak voice call cepat,1,1,5.7.1,2023-10-17 18:06:42,,
apps bantu,5,0,,2023-10-17 08:13:26,,
erorr,1,0,5.5.5,2023-10-17 02:16:42,,
bantu mudah cek beli tiket,5,0,8.2.0,2023-10-16 06:56:20,,
gabisa search tuju doong kecewa huhuhu,1,0,5.7.1,2023-10-15 08:44:24,,
resmi tidak,1,0,5.7.1,2023-10-14 16:09:44,,
oke,5,0,5.7.1,2023-10-14 13:35:15,,
citilink no 1,5,0,8.1.1,2023-10-13 06:33:08,,
kesal gara gara pesawat tunda gue tinggal kereta api rugi materi pesawat nyata bikin kecewa,1,0,,2023-10-11 15:21:20,,
jelaas asli muter2 mulu makenya reload,1,0,5.7.1,2023-10-06 15:32:09,,
apalikasinya sungguh lemott,1,10,8.1.1,2023-10-06 12:54:47,,
tidak,1,0,,2023-10-05 09:01:33,,
oke,5,0,4.2.0,2023-10-05 06:11:51,,
bobrok,1,0,5.7.1,2023-10-03 22:42:55,,
oke oke lemoottnya allah,2,0,,2023-10-03 06:28:04,,
keren banget pilih travers,5,0,8.1.1,2023-10-03 04:06:12,,
check online tidak bisa2 error,1,0,,2023-10-02 01:29:55,,
tiket kompetitip moga maju,5,0,8.1.1,2023-09-29 10:52:33,,
citilink skarang kadang tidak buka,3,0,5.7.1,2023-09-29 08:54:35,,
layan citilink bukan tingkat turun harga ikan mahal airline layan turun mohon management regulasi grup booking catat grup booking kentuan bagasi terminal alangkah regulasi tulis ikan catat betuk pdf,1,26,8.1.1,2023-09-29 08:23:11,,
oke,5,0,8.1.0,2023-09-28 17:37:06,,
simple mes tiket pesawat citilink mud praktis pergi kota,5,0,,2023-09-28 03:41:22,,
payah applikasi citilink,4,0,,2023-09-27 23:57:00,,
tak pilih no kursi cek,1,1,8.1.0,2023-09-27 10:02:03,,
cari nama kota tuju lambat banget,2,0,8.1.0,2023-09-26 06:22:40,,
susah pesan tiket apply voucher batalin ganti pesan tidak,1,15,8.1.0,2023-09-26 05:46:40,,
beh loading cari terbang banget kelas citilink gmna nih,1,1,8.1.0,2023-09-25 01:37:38,,
sumpah citylink hoby ganti jam terbang paraahh kapokk pk citylink,1,0,5.7.1,2023-09-23 18:17:03,,
tidak operasi,1,0,,2023-09-23 13:07:27,,
ngak beli tiket pake apliaksi pilih terbang tidak nama bandara muncul update tetep citylink,2,16,5.1.0,2023-09-21 04:39:41,,
tidak pakai input kota tidak muncul2 kota,1,0,5.7.1,2023-09-20 04:24:27,,
ubah jadwal rute jadwal terbang rute pky cgk plm jadwal terbang 23 sept 23 jam 13 50 15 30 pky cgk 17 10 18 15 cgk plm ubah tanpa pemberitahuan rute cgk plm ubah besok beda tanpa informasi kompensasi,1,0,8.1.0,2023-09-19 15:43:42,,
,5,0,8.0.1,2023-09-16 13:35:12,,
mudah gampang,5,0,8.0.1,2023-09-13 14:12:53,,
input terminal brkt ngk bgmn beli tiket,2,0,5.7.1,2023-09-11 06:03:03,,
tidak jalan,1,0,,2023-09-10 05:17:32,,
tidak,1,0,5.7.1,2023-09-09 23:38:20,,
keren banget,5,0,,2023-09-09 04:07:45,,
notif somethig bad happened hadeh reset hapus cache,1,0,,2023-09-08 12:27:49,,
kena ubah jam terbang sampe 2x jelek banget emang wkwkwk gitu maksa koper masuk bagasi,1,1,8.0.1,2023-09-08 09:49:32,,
tidak opsi pilih kota departure arrive tidak muncul,1,0,5.7.1,2023-09-07 12:09:22,,
lot parah,1,0,8.0.1,2023-09-05 14:48:18,,
tidak cari terbang,2,0,,2023-09-05 13:56:29,,
tidak buka tidak fungsi looding pakai buka,1,2,5.7.1,2023-09-04 13:07:03,,
tidak muat lokasi bandara berangkat,3,0,5.7.1,2023-09-04 05:41:35,,
buruk lambat enak pake 3,2,0,8.0.1,2023-09-03 14:39:09,,
oke rekomendasi,5,0,8.0.1,2023-09-02 12:08:13,,
terima kasih tarif rakyat muncul tidak travel,5,0,,2023-09-01 11:34:23,,
bikin emosi muteerr sj berkali2 sa coba sj buka,1,0,5.7.1,2023-08-31 23:09:03,,
lot banget butuh,1,2,8.0.1,2023-08-31 15:24:07,,
cek jadwal terbang tulis jadwal tidak sedia lot web,1,0,5.0.1,2023-08-31 06:17:38,,
nih citylink tidak buka,3,0,,2023-08-29 11:16:50,,
sih loading mulu tidak pake apa2,1,0,8.0.1,2023-08-29 03:02:34,,
pakai mudah gampang tiket harga bayar tidak sulit bayar tiket langsung terbit terimakasih citilink,5,8,8.0.1,2023-08-28 14:49:32,,
mohon citilink cepat proses cari terbang coba kali kali internet bandwidth loading kolom cari uninstall install coba laku lot banget cari terbang mohon tanggung mohon cerah terima kasih,2,32,8.0.1,2023-08-27 03:18:34,,
bagus,5,0,,2023-08-26 12:05:20,,
layan tidak bagus konter cek tidak larang bawak tenteng 3 tidak 20 kg tugas gate masuk tahan paksa masuk bagasi koper belum pecah koper paksa masuk bagasi paksa tugas nyolot banget,1,11,8.0.1,2023-08-23 02:38:05,,
tidak buka diremove permanen tidak,1,5,8.0.0,2023-08-22 08:07:08,,
oke,5,0,5.7.1,2023-08-21 22:25:03,,
loading lamaa,1,0,4.2.0,2023-08-20 23:07:17,,
waw banget,5,0,8.0.0,2023-08-19 12:13:06,,
apknya rusak yah pilih terbang sulit,1,0,5.7.1,2023-08-19 05:25:18,,
great,5,0,3.0.3,2023-08-19 01:58:58,,
bantu check tidak buru2 ngantri skg kog tidak 2 x terbang maskapai citilink skg sampah hp,1,3,5.7.1,2023-08-16 00:05:15,,
kota tidak buka,1,0,5.6.1,2023-08-15 08:03:00,,
error loadingnya tidak sengaja double tap kesal loadingnya pindah pilih,2,1,5.7.1,2023-08-14 00:17:34,,
mudah mes,5,0,8.0.0,2023-08-12 12:48:09,,
daftar susah btul lambat parah,1,0,8.0.0,2023-08-12 02:44:03,,
,5,0,7.5.1,2023-08-12 02:09:52,,
berat kasih bintang 1 tidak bikin darah komentar tidak respon,1,0,5.7.1,2023-08-07 23:18:39,,
pilih asuransi tidak discroll,1,0,,2023-08-06 13:38:42,,
cek sistem update ngak koneksi internet,1,0,5.7.1,2023-08-06 11:48:51,,
senang,5,0,5.7.1,2023-08-05 00:17:20,,
tidak eror,1,0,5.7.1,2023-08-04 10:10:14,,
mantap,5,0,,2023-08-03 20:50:19,,
pilih terbang susah tal tampil terbang,1,1,7.5.1,2023-08-03 13:25:30,,
webx knp parah kyk gin min tidak respon blas,3,0,,2023-08-03 04:50:33,,
wakil komen kritis smoga bsa cempat,3,0,5.7.1,2023-07-31 17:57:59,,
rincian harga tidak buka total biar tau biar surcharge tks,1,0,5.7.1,2023-07-31 13:37:26,,
coba instal simple banget ringan,5,0,7.5.1,2023-07-31 00:47:18,,
eror,1,0,5.7.1,2023-07-28 15:34:14,,
gada bintang citilink tidak posting komen nys tidak pencet bintang loading banget menu tutup iklan buruk banget,1,2,7.5.1,2023-07-27 15:49:54,,
tidak ganti bandara,1,0,4.0.6,2023-07-27 01:04:48,,
beli nusa travel tiket tidak kirim bayar saua cek city link tiket tanggal 9 agustus 23 jam 8 10 pagi,4,0,,2023-07-26 14:21:11,,
bantu hhmm ganggu 2hari g buka,5,0,5.7.1,2023-07-26 01:25:38,,
loading nyari terbang susah,1,0,5.7.1,2023-07-25 15:28:02,,
lot upgrade lot,1,0,,2023-07-25 01:54:29,,
layan kurang,1,0,5.6.1,2023-07-25 00:00:09,,
pilih kota terbang loading poll tunggu jam ndak muncul,1,0,7.5.1,2023-07-24 18:10:38,,
loading mulu,2,0,,2023-07-24 14:02:45,,
nggk nggk diskon nggk ganti nama tumpang payaahh,1,0,,2023-07-19 05:12:40,,
citilink pesan tiket bayar tiket tidak terbit uang proses ampun ribetnya janji 3 7 30 kerja lengkap bukti2 eh alesan menghub customer service ampun susah layan tidak mutu banget balikin woi duit gua,1,3,,2023-07-14 08:45:18,,
kaya ngga niat jual loading banget kalah calo,1,1,7.5.1,2023-07-12 13:24:09,,
alam baik2,5,0,7.5.1,2023-07-11 09:54:19,,
pake wifi super cepet iya loading jam tunggu bom kelar hadeehh,1,5,7.5.0,2023-07-07 21:34:27,,
,5,0,5.7.1,2023-07-02 14:04:36,,
oke,5,0,7.5.0,2023-07-01 12:27:23,,
harga murah gabisa edit daftar tumpang,1,0,5.6.0,2023-06-30 21:00:27,,
whatsapp customer service and web live chat was not a bagus experience,1,0,5.7.1,2023-06-30 03:55:33,,
tidak kode booking nama tidak temu 11 12 web cek citilink ampas,1,3,7.5.0,2023-06-27 09:55:42,,
jelek bayar ticket tidak terbit hubung live chat wa gada respon twitter ig jg gada respon email customer service tidak publish langgan telfon customer service pusat jelek,1,8,7.5.0,2023-06-24 05:33:12,,
citilink mantap,5,0,5.7.1,2023-06-23 06:19:20,,
proses loading bangeett,1,0,7.5.0,2023-06-22 10:38:11,,
proses loading banget pakai wifi perhati cepat orang2 nyaman,1,13,7.5.0,2023-06-14 10:02:30,,
booking bayar nyata 1 jam livin exprd,1,2,7.4.0,2023-06-11 17:03:26,,
manfaat,5,0,,2023-06-07 08:13:23,,
nambah futur jemput bayar error ulang double gmn si citilink layan servis jelek sampe customer service tidak bantu,1,3,7.4.0,2023-06-06 04:42:47,,
sono ganti pesawat jam dihubungin cuek boss live chat asa chat bot nelpon kagak lengkap kek ngejar gaji buta waduhh wkwkkw,1,0,7.4.0,2023-05-31 23:46:54,,
alhamdulillah bantu apps citilink harga tiket miring ttangga keroyokan maskapai trus check online h 1 mgkin karna pakai paket data internet tsel 200rb an kali yah login order no hambat bravo bumn citilink grup slu berikam best quality servis,4,11,7.4.0,2023-05-26 12:04:14,,
respon lot system kelas bumn,2,0,7.4.0,2023-05-22 02:16:54,,
alam damba tumpang pesawat mudah praktis,5,0,7.4.0,2023-05-21 14:30:22,,
tukang tinggal berangkat tidak sesuai jadwal berangkat tunggu tumpang desak jari lambat gatenya ujung kapok pake citilink,1,0,,2023-05-20 09:26:25,,
alhamdulillah bagus,5,0,7.4.0,2023-05-20 02:57:58,,
user friendly,5,0,7.3.0,2023-05-17 14:10:30,,
buruk terbang 4 20 jakarta surabaya terminal 3,1,0,5.1.0,2023-05-14 21:00:14,,
useless we even cant check flight price,1,0,,2023-05-14 05:31:01,,
jos,5,0,7.3.0,2023-05-12 15:31:28,,
layan oko,4,0,5.7.1,2023-05-12 13:06:55,,
mantap,5,0,5.7.1,2023-05-12 06:42:54,,
beli tiket bal check online tidak alas krn kursi baris 11 15 lha belum check kursi buruk,1,1,7.3.0,2023-05-10 14:02:11,,
cari jadwal terbang tidak muncul muncul loading,1,0,,2023-05-07 05:52:59,,
tidak daftar member,1,0,,2023-05-02 05:54:19,,
banget merchant bekerjasama jkt tambahin donk biar tukar poin miles kemaren family mart tidak poin miles ku exp tidak tukar gimana sih promosi,3,0,5.7.1,2023-05-02 04:44:00,,
tidak check,1,0,7.3.0,2023-05-01 11:43:43,,
tidak respon,1,0,7.3.0,2023-04-30 12:44:54,,
keren,5,0,,2023-04-29 08:52:03,,
buncit,1,0,,2023-04-27 07:52:38,,
respon nol cari terbang 30 mnt tidak respon loadingnya parah coba kecewa ginian unfaedah calon beli citylink bukan mudah cari flight 2 mnt tawar byk airline hrg bervaritif byk pilih era digital org butuh cepat praktis ekonomis bgs tutup hemat biaya drpd tidak byk,1,14,7.2.0,2023-04-19 17:24:16,,
senang,5,0,7.3.0,2023-04-18 00:13:22,,
oke,5,0,,2023-04-17 16:26:45,,
maskapai buruk,1,0,,2023-04-14 11:15:26,,
benah mantap,4,0,7.2.0,2023-04-13 11:46:02,,
gaguna,1,0,7.2.0,2023-04-10 07:14:36,,
parah nih developer tidur,1,0,7.2.0,2023-04-10 01:54:29,,
,5,0,7.2.0,2023-03-30 01:23:28,"Good Afternoon Mr. Tri Mulyanto. Thank you for the positive review, we will keep improving our quality for our Customer’s Satisfaction. We hope Mr. Tri Mulyanto become a loyal Customer of Citilink Indonesia, Citilink Customer Care.",2023-04-06 08:04:30
butut tidak pakai,1,0,5.7.0,2023-03-29 14:48:32,,
update bagus mudah,5,0,7.2.0,2023-03-29 02:27:06,"Good Afternoon Mr. Deni Bagas P. Thank you for the positive review, we will keep improving our quality for our Customer’s Satisfaction. We hope Mr. Deni Bagas P become a loyal Customer of Citilink Indonesia,


Citilink Customer Care.",2023-04-06 08:02:56
latest is bagus,5,0,5.7.0,2023-03-29 02:22:51,"Good Afternoon Mr. Ahmad Haneef Zuhdy.
Thank you for the positive review, we will keep improving our quality for our Customer’s Satisfaction. We hope Mr. Ahmad Haneef Zuhdy become a loyal Customer of Citilink Indonesia, Citilink Customer Care.",2023-04-06 08:03:49
lumayan sih pagi lambat,5,0,7.2.0,2023-03-27 11:14:20,"Good Afternoon Mr. Rusgeri Isfatria
Thankyou for the positive review, we will keep improving our quality for our Customer’s Satisfaction. We hope Mr. Rusgeri Isfatria become a loyal Customer of Citilink Indonesia,Citilink Customer Care.",2023-04-06 08:03:24
jelek seatnya tidak chat instagram read tidak bantu,1,2,7.1.1,2023-03-25 09:41:05,,
mesan website dapet diskon nyata tidak customer service tidak hubungin beli langsung tidak customer service,1,7,7.1.1,2023-03-25 02:05:20,,
tinggal pesawat panggailan petugaa pintu diam pesawat tutup,2,0,5.7.1,2023-03-24 09:58:17,,
user interface user experience buruk,1,0,5.7.1,2023-03-14 16:14:00,"Hi Citilinkers, Thankyou for reaching out and providing us with your feedback. We apologize for any inconvenience you experienced. Please call our contact center at 0804-1-080808 or you can write to us at customercare@citilink.co.id for our further investigation. Thankyou",2023-03-15 06:59:27
bantu,5,0,,2023-03-13 08:59:15,"Hi Citilinkers.
Thank you for reaching out and your feedback.",2023-03-22 03:36:45
buruk data tumpang tidak simpan pesan isi data tumpang nomor ktp harga mahal pesawat lcc tidak jlas masuk ribet daftar,1,7,4.2.0,2023-03-12 04:36:35,"Hi Citilinkers, Thankyou for reaching out and providing us with your feedback. We apologize for any inconvenience you experienced. Please call our contact center at 0804-1-080808 or you can write to us at customercare@citilink.co.id for our further investigation. Thankyou",2023-03-15 06:56:33
booking bayar gagal terang mohon tunggu bayar proses tidak ganti2,1,0,,2023-03-07 15:15:27,"Hi Citilinkers, Thankyou for reaching out and providing us with your feedback. We apologize for any inconvenience you experienced. Please call our contact center at 0804-1-080808 or you can write to us at customercare@citilink.co.id for our further investigation. Thankyou",2023-03-15 06:52:35
uninstal jaauuhh mahal skrg,1,0,5.7.1,2023-03-06 06:24:04,"Hi Citilinkers,
Thank you for reaching out and providing us with your feedback. We apologize for any inconvenience you experienced. Please call our contact center at 0804-1-080808 or you can write to us at customercare@citilink.co.id for our further investigation. Thank you",2023-03-22 03:30:44
tidak bener citilink batal kali tunda khusunya tuju jakarta belitung percaya nih maskapai kenal gin langgan rugi materi alih deh,1,1,5.5.1,2023-03-04 05:18:29,,
harga mahal ketimbang,1,0,3.1.7,2023-03-04 01:19:25,"Hi Citilinkers,
Thank you for reaching out and providing us with your feedback. We apologize for any inconvenience you experienced. Please call our contact center at 0804-1-080808 or you can write to us at customercare@citilink.co.id for our further investigation. Thank you.",2023-03-22 03:24:15
jengkel daftar tidak masuk password sesuai reset password tidak fungsi tidak daftar ulang lg krn email pakai bener2 deh,1,13,7.0.0,2023-02-15 07:13:00,,
kaga reset data pribadi tidak lemotz error trs kaga beli tiket orang booking milik akun kaga,1,1,5.7.1,2023-02-14 16:13:00,,
benah lot parah data tumpang tidak ubah tidak tekan back langsung reset tampil kurang tarik logout login linkmiles hilang 0,1,8,,2023-02-14 10:50:12,,
diimprove lg alurny biar max,2,0,,2023-02-14 07:25:01,,
,5,0,7.0.0,2023-02-10 14:45:05,,
habis booking tidak muncul pesan check muncul historical poin tidak nambah nol amatir nih apps,1,2,5.7.1,2023-02-10 00:03:03,,
pilih kursi pakai biaya bayar pilih kursi tidak sesuai kecewa,1,0,5.7.1,2023-02-09 22:36:07,,
oke check via,5,0,7.0.0,2023-02-09 15:01:01,,
wow very convenience to booked flight ticket with user friendly interface rekomendasi tarik suka sih update betterfly skrg one step ahead loading times more than applikasi maskapai terbang very helpfull for me,5,0,7.0.0,2023-02-06 15:38:07,,
klaim miles tidak progressnya,2,0,5.7.1,2023-02-06 07:56:23,,
error data dah,1,1,7.0.0,2023-02-03 23:51:24,,
tidak book tumpang tumpang sesuai nama akun,1,7,7.0.0,2023-02-03 03:06:19,,
bagus,5,0,,2023-01-29 03:21:52,,
select tanggal hang zz cacad,1,0,5.7.1,2023-01-26 14:27:47,,
bagus,5,0,5.7.1,2023-01-20 16:26:48,,
sampah tidak booking lot gua sumpahin bangkrut,1,0,5.7.1,2023-01-19 12:02:16,,
buruk hati2 sisip malware carding kartu kredit 3 cc bobol trx citilink,1,0,,2023-01-18 23:11:55,,
kelas citilink bikin jelek duh,2,0,5.7.1,2023-01-12 15:11:25,,
tidak maskapai,1,0,4.2.0,2023-01-07 08:16:46,,
tidak cari terbang error mulu,1,0,5.7.1,2023-01-06 15:24:44,,
saran pilih bahasa indonesia coba survei warga negara jangan bahasa indonesia bahasa negeri karya anak bangsa usaha nama bumn,4,0,,2023-01-06 07:26:02,,
usaha na eror,2,0,5.7.1,2023-01-04 06:22:10,,
tidak jadwal terbang eror,1,0,5.7.1,2023-01-04 03:17:03,,
parah cari jadwal terbang tidak ampoon abal2,1,2,5.7.1,2023-01-03 16:10:01,,
baharu trllu slow,1,1,5.7.1,2023-01-01 06:51:33,,
skr liat total harga 4 tumpang susah bener gampang banget suka pake citilink pulkam skr haduuhh,1,1,5.7.1,2022-12-31 12:57:02,,
anak garuda indonesia mindahin rute suka alas operasional tidak pas bah,1,0,5.7.0,2022-12-31 09:01:47,,
erorr lot ketulungan galaxy m22,1,0,5.7.1,2022-12-30 02:26:32,,
alam cek online keluarga masuk balita pisah seat lapor customer service bayar fixed uninstall mohon sistem ckck miris,1,1,,2022-12-27 09:18:24,,
lot tidak lengkap,1,0,,2022-12-26 07:54:55,,
lot parah 2 menit instal langsung hapus,1,0,5.7.1,2022-12-22 16:22:01,,
sampah langgan setia citilink beli tiket ota bolak coba beli tiket official citilink ribet bolak submit bayar gagal notif tidak,1,0,5.7.1,2022-12-22 15:08:40,,
parah suruh cepat 3 jam didelay 2 kali 2 terbang tumpuk gate tidak care resiko covid penunpang,1,1,5.7.1,2022-12-21 11:16:31,,
error tidak check online bandara uda isi kursi ngomong kotor,1,2,5.7.1,2022-12-15 00:39:55,,
update nama tumpang tdak edit rubah,1,1,5.7.1,2022-12-13 08:53:47,,
,5,0,,2022-12-13 04:13:51,,
nyebelin skg nama tidak bda ganti bintanh 1 bikin kacau kerja,1,0,5.7.1,2022-12-12 16:31:45,,
payah bugs,3,0,5.7.1,2022-12-12 05:52:58,,
lot developer,1,1,5.7.1,2022-12-12 04:47:55,,
maaf loading teruss 12 12 pass buka loading malu donk traveloka,2,0,5.7.1,2022-12-12 04:46:00,,
abal abal,1,0,5.7.1,2022-12-12 04:21:13,,
,5,0,,2022-12-11 02:36:44,,
pesan tiket susah mati masukin tanggal sekian beda tanggal ribeett,1,4,5.7.1,2022-12-10 05:33:08,,
ko eror ngk login cek boking ngk,1,0,5.7.1,2022-12-07 05:38:15,,
oke,5,0,,2022-12-04 02:58:14,,
layan buruk,1,0,,2022-12-04 00:54:40,,
